	target_text	input_text	prefix
2068	Can this be used to spin hematocrit (capillary) tubes?	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2069	Would this centrifuge work to produce or be used in platelet rich plasma therapy?	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2070	a few rpm and during that time I configure the settings for the separation of human plasma of black and white blood cells?	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2071	Can this hold 8.5mL yellow top ACD tubes? If so, do we need use an insert w/it?	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2072	which is the diameter of the tubes that need	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2073	Do you have auto volt?	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2074	Is there a compatible 50mL rotor for this unit?	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2075	How do I set up the centrifuge to 20 min? Mine only lasts 5 seconds while beeping with a red light.	"<div class=""aplus"">', ""The Ample Scientific F-33D Champion variable-speed benchtop centrifuge spins between 550 and 3,300 revolutions per minute (rpm) and produces a relative centrifugal force (RFG) of 1,350 g, and it has a fixed-angle rotor for sampling blood and other fluids in a wet lab or physician's office. The fixed-angle 45-degree 8-place polycarbonate (PC) rotor can spin up to eight 15 mL test tubes, or eight 7 mL test tubes with included small tube sleeve inserts. The vortex ventilation system protects samples by keeping the centrifuge chamber cool during operation. The rotor speed is displayed on a digital tachometer and can be regulated with a digital controller. The brushless motor automatically stops accelerating when the unit is open, extending the life of the centrifuge. The unit has a maximum operating noise level of 65 decibels (dB), which helps maintain a quiet workspace, and its digital timer can be set from 0 to 30 minutes."", 'This centrifuge is not refrigerated or heated. The unit is made from impact- and wear-resistant acrylonitrile butadiene styrene (ABS), and the included large clear plastic lid and inner centrifuge tub provide easy access when cleaning the unit. A manual lock on the right side of the unit keeps the lid secure when closed, and the unit is small enough to sit on top of a workbench. The unit includes eight 15 mL test tube buckets, eight 7 mL small tube sleeve inserts, eight protective semicircular rubber inserts for stabilizing test tubes, and one replacement fuse. The manufacturer provides a one-year warranty on registered new products.', 'W is width, the horizontal distance from left to right; D is depth, the horizontal distance from front to back; H is height, the vertical distance from the lowest to highest point.', 'A centrifuge is used to spin fluids of different densities to separate various parts, commonly blood and DNA samples. Centrifuges are composed of the main body or housing and a spinning rotor. Tubes of cellular material suspended in liquid are inserted into the rotor and spun at various speeds to separate components. Centrifuges are used in medical, industrial, and research laboratories, as well as academic and clinical settings.', 'Ample Scientific manufactures microscopes, centrifuges, and other lab equipment. The company, founded in 1985, is headquartered in Norcross, GA.', '<b>Whats in the Box?</b> <ul> <li>Ample Scientific F-33D Champion centrifuge</li> <li>(8) 15 mL test tube buckets</li> <li>(8) 7 ml test tube buckets</li> <li>(8) protective semicircular rubber inserts</li> <li>(1) replacement fuse</li> <li> Instructions</li> </ul>"	ask_question
2076	Can the two 30V be configured in series to get 60V, 5A?	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2077	Is the power supply you received a genuine Mastech? What is written on it in the upper left (photoshopped out in product photo!)?	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2078	Are you selling a TP3005D-3 (Tekpower-pictured), or a HY3005F-3 (Mastech-Text)? Mastech=2 color display. Tek= mono	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2079	It's very quiet, does it not come with a fan?	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2080	I got the Mastech versus pictured TekPower - which is fine. But NO red/black cables. What gives????	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2081	Can I use this product with 240V/50Hz ?	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2082	I would like to connect two units of these in series in order to reach the overall voltage span of 120 V. Is it safe to operate it in such way?	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2083	Will this power supply provide + and - 28 volts and + and - 18 volts?	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
2084	Can this power supply be configured to give +15V and -15V? If so, how is it configured?	"Regulated power supply with triple outputs. This high quality linear power supply has three outputs: two outputs are continuously adjustable at 0-30V DC and 0-5A, and the third output is fixed at 5V DC and 3A. What\'s more, the two outputs can be used either in independent, series or parallel mode, providing either two independent outputs, or one output with twice the voltage or twice the current output, up to 60V or 10A. The unit comes with 4 color LED displays, providing accurate and clearly visible readout for the voltage and current value. LED displays are new trend in instrumentation, because they are more durable and easily visible even in dark environment. This unit has toggle switch at the back that allows you to operate it in 110V AC . retails well over $400. Please email us with any questions, our hard-working staff will answer every email in no time! Features & Specifications: Easy control for both current and voltage outputs Dual adjustable outputs: 0-30V and 0-5A Fixed output: 5V and 3A Input voltage: 110V AC switchable Line regulation: CV &lt;= 0.01% + 2 mV, CC &lt;= 0.2% + 2 mA&gt; Load Regulation: CV &lt;= 0.01% + 3mV, CC &lt;= 0.2% + 3 mA Ripple noise: CV &lt;= 0.5 mV RMS, CC &lt;= 3 mA RMS Protection: constant current and short-circuit protection Display reading accuracy: +/-1% for voltage and +/-2% for current Environment: 0-40C, relative humidity &lt; 90% Size: 14"" x 10"" x 8"" Weight: 25 lbs."	ask_question
